year,GS_mean,moving_avg
1960,11.363636363636363,11.363636363636363
1961,12.5,11.931818181818182
1962,12.545454545454545,12.136363636363635
1963,12.954545454545455,12.34090909090909
1964,12.454545454545455,12.613636363636365
1965,12.909090909090908,12.71590909090909
1966,12.909090909090908,12.806818181818182
1967,12.318181818181818,12.647727272727272
1968,13.272727272727273,12.852272727272727
1969,11.681818181818182,12.545454545454545
1970,11.954545454545455,12.306818181818183
1971,12.909090909090908,12.454545454545455
1972,12.363636363636363,12.227272727272727
1973,11.818181818181818,12.261363636363637
1974,12.681818181818182,12.443181818181818
1975,13.045454545454545,12.477272727272727
1976,13.636363636363637,12.795454545454547
1977,13.090909090909092,13.113636363636363
1978,13.363636363636363,13.28409090909091
1979,13.181818181818182,13.318181818181818
1980,14.5,13.53409090909091
1981,14.0,13.761363636363637
1982,7.7727272727272725,12.363636363636363
1983,13.0,12.318181818181818
1984,13.136363636363637,11.977272727272727
1985,14.318181818181818,12.056818181818182
1986,13.454545454545455,13.477272727272727
1987,10.818181818181818,12.931818181818182
1988,14.0,13.147727272727273
1989,14.045454545454545,13.079545454545455
1990,13.363636363636363,13.05681818181818
1991,12.26086956521739,13.417490118577074
1992,13.363636363636363,13.258399209486166
1993,13.681818181818182,13.167490118577074
1994,14.045454545454545,13.337944664031621
1995,14.727272727272727,13.954545454545455
1996,12.5,13.738636363636363
1997,13.363636363636363,13.65909090909091
1998,13.181818181818182,13.443181818181818
1999,14.772727272727273,13.454545454545455
2000,14.909090909090908,14.056818181818182
2001,14.318181818181818,14.295454545454545
2002,13.863636363636363,14.46590909090909
2003,14.0,14.272727272727272
2004,14.136363636363637,14.079545454545455
2005,14.727272727272727,14.181818181818182
2006,14.5,14.340909090909092
2007,13.409090909090908,14.193181818181818
2008,13.590909090909092,14.056818181818182
2009,12.727272727272727,13.556818181818182
2010,12.954545454545455,13.170454545454545
2011,12.818181818181818,13.022727272727273
2012,12.818181818181818,12.829545454545453
2013,12.863636363636363,12.863636363636363
2014,13.590909090909092,13.022727272727273
2015,13.181818181818182,13.113636363636363
2016,12.454545454545455,13.022727272727273
2017,12.181818181818182,12.852272727272727
2018,12.090909090909092,12.477272727272727
2019,13.136363636363637,12.465909090909092
2020,13.909090909090908,12.829545454545455
2021,14.142857142857142,13.319805194805195
2022,13.818181818181818,13.751623376623376
2023,13.428571428571429,13.824675324675324
2024,13.318181818181818,13.676948051948052
