year,GS_mean,moving_avg
1960,,
1961,,
1962,,
1963,,
1964,,
1965,,
1966,,
1967,11.090909090909092,11.090909090909092
1968,12.409090909090908,11.75
1969,12.863636363636363,12.12121212121212
1970,11.227272727272727,11.897727272727273
1971,12.136363636363637,12.159090909090908
1972,11.181818181818182,11.852272727272727
1973,12.409090909090908,11.738636363636363
1974,11.681818181818182,11.852272727272727
1975,11.590909090909092,11.71590909090909
1976,12.045454545454545,11.931818181818182
1977,11.863636363636363,11.795454545454545
1978,14.772727272727273,12.568181818181818
1979,14.818181818181818,13.375
1980,12.681818181818182,13.53409090909091
1981,14.045454545454545,14.079545454545453
1982,8.454545454545455,12.5
1983,14.863636363636363,12.511363636363637
1984,14.363636363636363,12.931818181818182
1985,13.136363636363637,12.704545454545455
1986,13.772727272727273,14.034090909090908
1987,11.136363636363637,13.102272727272728
1988,13.136363636363637,12.795454545454545
1989,14.136363636363637,13.045454545454547
1990,14.636363636363637,13.261363636363637
1991,13.727272727272727,13.909090909090908
1992,14.363636363636363,14.215909090909092
1993,13.454545454545455,14.045454545454545
1994,13.727272727272727,13.818181818181818
1995,13.954545454545455,13.875
1996,12.954545454545455,13.522727272727273
1997,13.590909090909092,13.556818181818182
1998,13.363636363636363,13.465909090909092
1999,13.045454545454545,13.238636363636363
2000,14.0,13.5
2001,14.545454545454545,13.738636363636363
2002,14.272727272727273,13.96590909090909
2003,13.090909090909092,13.977272727272727
2004,12.772727272727273,13.670454545454545
2005,12.772727272727273,13.227272727272728
2006,13.727272727272727,13.090909090909092
2007,13.681818181818182,13.238636363636363
2008,12.590909090909092,13.193181818181818
2009,13.136363636363637,13.28409090909091
2010,13.681818181818182,13.272727272727273
2011,13.090909090909092,13.125
2012,13.318181818181818,13.306818181818182
2013,13.227272727272727,13.329545454545455
2014,12.818181818181818,13.113636363636363
2015,12.772727272727273,13.034090909090908
2016,12.454545454545455,12.818181818181818
2017,12.954545454545455,12.75
2018,13.0,12.795454545454547
2019,13.136363636363637,12.886363636363637
2020,12.227272727272727,12.829545454545455
2021,11.909090909090908,12.568181818181817
2022,12.818181818181818,12.522727272727272
2023,13.818181818181818,12.693181818181818
2024,12.454545454545455,12.75
