year,GS_mean,moving_avg
1960,10.772727272727273,10.772727272727273
1961,11.818181818181818,11.295454545454547
1962,11.318181818181818,11.303030303030303
1963,11.409090909090908,11.329545454545455
1964,12.090909090909092,11.65909090909091
1965,12.409090909090908,11.806818181818182
1966,11.666666666666666,11.893939393939393
1967,12.136363636363637,12.075757575757574
1968,11.727272727272727,11.984848484848484
1969,12.5,12.007575757575758
1970,12.272727272727273,12.15909090909091
1971,11.954545454545455,12.113636363636363
1972,11.954545454545455,12.170454545454547
1973,11.636363636363637,11.954545454545457
1974,12.909090909090908,12.113636363636363
1975,12.590909090909092,12.272727272727273
1976,12.727272727272727,12.46590909090909
1977,13.227272727272727,12.863636363636363
1978,13.772727272727273,13.079545454545453
1979,14.863636363636363,13.647727272727272
1980,15.454545454545455,14.329545454545453
1981,14.590909090909092,14.670454545454547
1982,8.636363636363637,13.386363636363637
1983,14.272727272727273,13.238636363636363
1984,14.681818181818182,13.045454545454547
1985,14.954545454545455,13.136363636363637
1986,12.636363636363637,14.136363636363637
1987,10.772727272727273,13.261363636363637
1988,14.590909090909092,13.238636363636363
1989,14.5,13.125
1990,14.227272727272727,13.522727272727272
1991,13.727272727272727,14.261363636363635
1992,14.090909090909092,14.136363636363637
1993,12.545454545454545,13.647727272727273
1994,14.545454545454545,13.727272727272727
1995,13.818181818181818,13.75
1996,14.272727272727273,13.795454545454545
1997,12.904761904761905,13.885281385281385
1998,13.227272727272727,13.55573593073593
1999,13.636363636363637,13.510281385281386
2000,14.454545454545455,13.555735930735931
2001,14.818181818181818,14.03409090909091
2002,14.590909090909092,14.375
2003,13.772727272727273,14.40909090909091
2004,13.772727272727273,14.238636363636363
2005,13.227272727272727,13.84090909090909
2006,13.954545454545455,13.681818181818182
2007,13.363636363636363,13.579545454545453
2008,14.045454545454545,13.647727272727273
2009,13.181818181818182,13.636363636363635
2010,12.5,13.272727272727272
2011,13.772727272727273,13.375
2012,12.545454545454545,13.0
2013,14.681818181818182,13.375
2014,13.681818181818182,13.670454545454547
2015,13.590909090909092,13.625
2016,13.454545454545455,13.852272727272727
2017,13.272727272727273,13.5
2018,12.363636363636363,13.170454545454545
2019,12.772727272727273,12.965909090909092
2020,11.318181818181818,12.431818181818182
2021,13.681818181818182,12.534090909090908
2022,15.045454545454545,13.204545454545455
2023,14.409090909090908,13.613636363636363
2024,14.181818181818182,14.329545454545453
