year,GS_mean,moving_avg
1960,10.0,10.0
1961,12.5,11.25
1962,11.636363636363637,11.37878787878788
1963,12.136363636363637,11.568181818181818
1964,12.590909090909092,12.215909090909092
1965,12.954545454545455,12.329545454545455
1966,13.227272727272727,12.727272727272728
1967,11.954545454545455,12.681818181818182
1968,13.5,12.909090909090908
1969,12.5,12.795454545454545
1970,13.136363636363637,12.772727272727273
1971,13.454545454545455,13.147727272727273
1972,12.590909090909092,12.920454545454547
1973,12.045454545454545,12.806818181818183
1974,12.272727272727273,12.59090909090909
1975,12.0,12.227272727272727
1976,12.363636363636363,12.170454545454545
1977,13.090909090909092,12.431818181818183
1978,13.0,12.613636363636363
1979,13.545454545454545,13.0
1980,13.0,13.15909090909091
1981,14.954545454545455,13.625
1982,7.590909090909091,12.272727272727272
1983,14.227272727272727,12.44318181818182
1984,14.363636363636363,12.78409090909091
1985,14.545454545454545,12.681818181818182
1986,13.772727272727273,14.227272727272728
1987,10.272727272727273,13.238636363636365
1988,13.909090909090908,13.125
1989,14.136363636363637,13.022727272727273
1990,14.772727272727273,13.272727272727273
1991,13.863636363636363,14.170454545454545
1992,14.136363636363637,14.227272727272727
1993,14.136363636363637,14.227272727272727
1994,14.5,14.15909090909091
1995,14.136363636363637,14.227272727272727
1996,14.090909090909092,14.21590909090909
1997,14.5,14.306818181818182
1998,14.045454545454545,14.193181818181818
1999,13.636363636363637,14.06818181818182
2000,14.0,14.045454545454547
2001,15.227272727272727,14.227272727272727
2002,14.454545454545455,14.329545454545455
2003,14.227272727272727,14.477272727272728
2004,12.818181818181818,14.18181818181818
2005,12.090909090909092,13.397727272727273
2006,12.954545454545455,13.022727272727273
2007,13.727272727272727,12.897727272727273
2008,13.227272727272727,13.0
2009,14.090909090909092,13.5
2010,14.090909090909092,13.78409090909091
2011,14.5,13.977272727272727
2012,14.863636363636363,14.386363636363637
2013,14.181818181818182,14.40909090909091
2014,13.318181818181818,14.21590909090909
2015,12.363636363636363,13.681818181818182
2016,12.681818181818182,13.136363636363635
2017,12.0,12.59090909090909
2018,12.545454545454545,12.397727272727273
2019,12.590909090909092,12.454545454545455
2020,11.590909090909092,12.181818181818183
2021,14.227272727272727,12.738636363636363
2022,14.181818181818182,13.147727272727273
2023,15.045454545454545,13.761363636363637
2024,13.727272727272727,14.295454545454543
