,year,GS_mean,moving_avg,team
1264,1989,13.363636363636363,12.40909090909091,nyj
1265,1990,14.136363636363637,12.829545454545457,nyj
1266,1991,14.318181818181818,13.897727272727272,nyj
1267,1992,13.818181818181818,13.90909090909091,nyj
1268,1993,14.818181818181818,14.272727272727272,nyj
1269,1994,14.318181818181818,14.318181818181818,nyj
1270,1995,12.5,13.863636363636363,nyj
1271,1996,12.909090909090908,13.636363636363637,nyj
1272,1997,14.318181818181818,13.511363636363637,nyj
1273,1998,14.363636363636363,13.522727272727272,nyj
1274,1999,13.181818181818182,13.693181818181818,nyj
1275,2000,14.409090909090908,14.068181818181817,nyj
1276,2001,15.136363636363637,14.272727272727272,nyj
1277,2002,15.363636363636363,14.522727272727272,nyj
1278,2003,14.681818181818182,14.897727272727272,nyj
1279,2004,14.863636363636363,15.011363636363637,nyj
1280,2005,13.454545454545457,14.59090909090909,nyj
1281,2006,14.363636363636363,14.340909090909092,nyj
1282,2007,13.409090909090908,14.022727272727272,nyj
1283,2008,14.454545454545457,13.920454545454543,nyj
1284,2009,14.090909090909092,14.079545454545457,nyj
1285,2010,13.681818181818182,13.909090909090908,nyj
1286,2011,14.227272727272728,14.113636363636363,nyj
1287,2012,13.727272727272728,13.931818181818182,nyj
1288,2013,13.909090909090908,13.886363636363637,nyj
1289,2014,13.318181818181818,13.795454545454543,nyj
1290,2015,13.863636363636363,13.704545454545457,nyj
1291,2016,12.272727272727272,13.340909090909092,nyj
1292,2017,13.863636363636363,13.329545454545451,nyj
1293,2018,12.045454545454543,13.011363636363637,nyj
1294,2019,11.909090909090908,12.522727272727272,nyj
1295,2020,11.0,12.204545454545451,nyj
1296,2021,12.181818181818182,11.78409090909091,nyj
1297,2022,13.909090909090908,12.25,nyj
1298,2023,13.727272727272728,12.704545454545457,nyj
1299,2024,14.227272727272728,13.511363636363637,nyj
1300,1960,11.863636363636363,11.863636363636363,oti
1301,1961,12.818181818181818,12.34090909090909,oti
1302,1962,13.090909090909092,12.590909090909092,oti
1303,1963,13.0,12.693181818181818,oti
1304,1964,11.818181818181818,12.681818181818182,oti
1305,1965,11.818181818181818,12.431818181818183,oti
1306,1966,10.5,11.78409090909091,oti
1307,1967,11.772727272727272,11.477272727272728,oti
1308,1968,12.590909090909092,11.670454545454543,oti
1309,1969,12.727272727272728,11.897727272727272,oti
1310,1970,12.227272727272728,12.329545454545457,oti
1311,1971,11.863636363636363,12.352272727272728,oti
1312,1972,11.136363636363637,11.988636363636363,oti
1313,1973,11.227272727272728,11.613636363636363,oti
1314,1974,11.545454545454543,11.443181818181818,oti
1315,1975,12.909090909090908,11.704545454545451,oti
1316,1976,12.318181818181818,12.0,oti
1317,1977,12.272727272727272,12.261363636363637,oti
1318,1978,14.681818181818182,13.045454545454543,oti
1319,1979,15.318181818181818,13.647727272727272,oti
1320,1980,14.272727272727272,14.136363636363637,oti
1321,1981,14.681818181818182,14.738636363636363,oti
1322,1982,7.772727272727272,13.011363636363637,oti
1323,1983,13.409090909090908,12.53409090909091,oti
1324,1984,14.318181818181818,12.545454545454543,oti
1325,1985,15.090909090909092,12.647727272727272,oti
1326,1986,13.454545454545457,14.068181818181818,oti
1327,1987,11.136363636363637,13.5,oti
1328,1988,15.136363636363637,13.704545454545457,oti
1329,1989,14.318181818181818,13.511363636363637,oti
1330,1990,15.227272727272728,13.954545454545457,oti
1331,1991,15.136363636363637,14.954545454545451,oti
1332,1992,14.090909090909092,14.693181818181818,oti
1333,1993,13.863636363636363,14.579545454545457,oti
1334,1994,14.272727272727272,14.340909090909092,oti
1335,1995,13.409090909090908,13.90909090909091,oti
1336,1996,14.681818181818182,14.056818181818182,oti
1337,1997,14.954545454545457,14.329545454545451,oti
1338,1998,14.0,14.261363636363637,oti
1339,1999,14.363636363636363,14.5,oti
1340,2000,14.818181818181818,14.53409090909091,oti
1341,2001,14.227272727272728,14.352272727272728,oti
1342,2002,14.227272727272728,14.409090909090908,oti
1343,2003,14.318181818181818,14.397727272727272,oti
1344,2004,12.363636363636363,13.784090909090908,oti
1345,2005,13.772727272727272,13.670454545454543,oti
1346,2006,13.727272727272728,13.545454545454543,oti
1347,2007,14.045454545454543,13.477272727272728,oti
1348,2008,14.272727272727272,13.954545454545457,oti
1349,2009,13.772727272727272,13.954545454545457,oti
1350,2010,13.681818181818182,13.943181818181818,oti
1351,2011,13.818181818181818,13.886363636363637,oti
1352,2012,13.318181818181818,13.647727272727272,oti
1353,2013,13.545454545454543,13.59090909090909,oti
1354,2014,12.272727272727272,13.238636363636363,oti
1355,2015,12.409090909090908,12.886363636363637,oti
1356,2016,12.681818181818182,12.727272727272728,oti
1357,2017,14.090909090909092,12.863636363636363,oti
1358,2018,13.272727272727272,13.113636363636363,oti
1359,2019,12.636363636363637,13.170454545454549,oti
1360,2020,13.045454545454543,13.261363636363637,oti
1361,2021,13.318181818181818,13.068181818181817,oti
1362,2022,12.681818181818182,12.920454545454549,oti
1363,2023,12.142857142857142,12.79707792207792,oti
1364,2024,12.636363636363637,12.694805194805197,oti
1365,1960,10.772727272727272,10.772727272727272,phi
1366,1961,11.818181818181818,11.295454545454549,phi
1367,1962,11.318181818181818,11.303030303030305,phi
1368,1963,11.409090909090908,11.329545454545457,phi
1369,1964,12.090909090909092,11.65909090909091,phi
1370,1965,12.409090909090908,11.806818181818182,phi
1371,1966,11.666666666666666,11.893939393939393,phi
1372,1967,12.136363636363637,12.075757575757574,phi
1373,1968,11.727272727272728,11.984848484848484,phi
1374,1969,12.5,12.007575757575758,phi
1375,1970,12.272727272727272,12.15909090909091,phi
1376,1971,11.954545454545457,12.113636363636363,phi
1377,1972,11.954545454545457,12.170454545454549,phi
1378,1973,11.636363636363637,11.954545454545457,phi
1379,1974,12.909090909090908,12.113636363636363,phi
1380,1975,12.590909090909092,12.272727272727272,phi
1381,1976,12.727272727272728,12.46590909090909,phi
1382,1977,13.227272727272728,12.863636363636363,phi
1383,1978,13.772727272727272,13.079545454545451,phi
1384,1979,14.863636363636363,13.647727272727272,phi
1385,1980,15.454545454545457,14.329545454545451,phi
1386,1981,14.590909090909092,14.670454545454549,phi
1387,1982,8.636363636363637,13.386363636363637,phi
1388,1983,14.272727272727272,13.238636363636363,phi
1389,1984,14.681818181818182,13.045454545454549,phi
1390,1985,14.954545454545457,13.136363636363637,phi
1391,1986,12.636363636363637,14.136363636363637,phi
1392,1987,10.772727272727272,13.261363636363637,phi
1393,1988,14.590909090909092,13.238636363636363,phi
1394,1989,14.5,13.125,phi
1395,1990,14.227272727272728,13.522727272727272,phi
1396,1991,13.727272727272728,14.261363636363637,phi
1397,1992,14.090909090909092,14.136363636363637,phi
1398,1993,12.545454545454543,13.647727272727272,phi
1399,1994,14.545454545454543,13.727272727272728,phi
1400,1995,13.818181818181818,13.75,phi
1401,1996,14.272727272727272,13.795454545454543,phi
1402,1997,12.904761904761903,13.885281385281385,phi
1403,1998,13.227272727272728,13.55573593073593,phi
1404,1999,13.636363636363637,13.510281385281386,phi
1405,2000,14.454545454545457,13.555735930735931,phi
1406,2001,14.818181818181818,14.03409090909091,phi
1407,2002,14.590909090909092,14.375,phi
1408,2003,13.772727272727272,14.40909090909091,phi
1409,2004,13.772727272727272,14.238636363636363,phi
1410,2005,13.227272727272728,13.84090909090909,phi
1411,2006,13.954545454545457,13.681818181818182,phi
1412,2007,13.363636363636363,13.579545454545451,phi
1413,2008,14.045454545454543,13.647727272727272,phi
1414,2009,13.181818181818182,13.636363636363637,phi
1415,2010,12.5,13.272727272727272,phi
1416,2011,13.772727272727272,13.375,phi
1417,2012,12.545454545454543,13.0,phi
1418,2013,14.681818181818182,13.375,phi
1419,2014,13.681818181818182,13.670454545454549,phi
1420,2015,13.590909090909092,13.625,phi
1421,2016,13.454545454545457,13.852272727272728,phi
1422,2017,13.272727272727272,13.5,phi
1423,2018,12.363636363636363,13.170454545454543,phi
1424,2019,12.772727272727272,12.965909090909092,phi
1425,2020,11.318181818181818,12.431818181818182,phi
1426,2021,13.681818181818182,12.534090909090908,phi
1427,2022,15.045454545454543,13.204545454545457,phi
1428,2023,14.409090909090908,13.613636363636363,phi
1429,2024,14.181818181818182,14.329545454545451,phi
1430,1960,10.545454545454543,10.545454545454543,pit
1431,1961,11.909090909090908,11.227272727272728,pit
1432,1962,12.090909090909092,11.515151515151516,pit
1433,1963,12.409090909090908,11.738636363636363,pit
1434,1964,10.954545454545457,11.84090909090909,pit
1435,1965,10.954545454545457,11.602272727272728,pit
1436,1966,11.727272727272728,11.511363636363637,pit
1437,1967,11.272727272727272,11.227272727272728,pit
1438,1968,12.181818181818182,11.53409090909091,pit
1439,1969,12.181818181818182,11.840909090909092,pit
1440,1970,12.318181818181818,11.988636363636363,pit
1441,1971,12.130434782608695,12.20306324110672,pit
1442,1972,12.772727272727272,12.350790513833992,pit
1443,1973,12.681818181818182,12.475790513833992,pit
1444,1974,12.409090909090908,12.498517786561264,pit
1445,1975,13.238095238095235,12.7754329004329,pit
1446,1976,12.318181818181818,12.661796536796537,pit
1447,1977,12.636363636363637,12.6504329004329,pit
1448,1978,14.590909090909092,13.195887445887449,pit
1449,1979,13.227272727272728,13.193181818181818,pit
1450,1980,13.454545454545457,13.477272727272728,pit
1451,1981,13.727272727272728,13.75,pit
1452,1982,8.636363636363637,12.261363636363637,pit
1453,1983,13.545454545454543,12.34090909090909,pit
1454,1984,12.772727272727272,12.170454545454543,pit
1455,1985,13.590909090909092,12.136363636363637,pit
1456,1986,14.181818181818182,13.522727272727272,pit
1457,1987,11.136363636363637,12.920454545454549,pit
1458,1988,12.909090909090908,12.954545454545457,pit
1459,1989,14.045454545454543,13.068181818181818,pit
1460,1990,14.545454545454543,13.15909090909091,pit
1461,1991,13.227272727272728,13.68181818181818,pit
1462,1992,14.0,13.954545454545451,pit
1463,1993,13.954545454545457,13.931818181818182,pit
1464,1994,13.818181818181818,13.75,pit
1465,1995,13.227272727272728,13.75,pit
1466,1996,13.636363636363637,13.659090909090908,pit
1467,1997,14.409090909090908,13.772727272727272,pit
1468,1998,14.363636363636363,13.909090909090908,pit
1469,1999,14.181818181818182,14.147727272727272,pit
1470,2000,14.181818181818182,14.284090909090908,pit
1471,2001,14.454545454545457,14.295454545454549,pit
1472,2002,14.454545454545457,14.318181818181818,pit
1473,2003,14.318181818181818,14.352272727272728,pit
1474,2004,14.0,14.306818181818183,pit
1475,2005,14.727272727272728,14.375,pit
1476,2006,14.318181818181818,14.34090909090909,pit
1477,2007,14.272727272727272,14.329545454545457,pit
1478,2008,14.090909090909092,14.352272727272728,pit
1479,2009,14.318181818181818,14.250000000000002,pit
1480,2010,13.954545454545457,14.15909090909091,pit
1481,2011,13.727272727272728,14.022727272727272,pit
1482,2012,12.954545454545457,13.738636363636363,pit
1483,2013,12.954545454545457,13.397727272727272,pit
1484,2014,13.318181818181818,13.238636363636363,pit
1485,2015,13.409090909090908,13.15909090909091,pit
1486,2016,12.272727272727272,12.988636363636363,pit
1487,2017,13.454545454545457,13.113636363636363,pit
1488,2018,13.954545454545457,13.272727272727272,pit
1489,2019,13.0,13.170454545454549,pit
1490,2020,13.0,13.352272727272728,pit
1491,2021,14.26086956521739,13.553853754940713,pit
1492,2022,14.272727272727272,13.633399209486166,pit
1493,2023,13.454545454545457,13.74703557312253,pit
1494,2024,14.136363636363637,14.03112648221344,pit
1495,1960,12.227272727272728,12.227272727272728,rai
1496,1961,12.318181818181818,12.272727272727272,rai
1497,1962,12.045454545454543,12.196969696969695,rai
1498,1963,11.954545454545457,12.136363636363637,rai
1499,1964,11.5,11.954545454545457,rai
1500,1965,12.136363636363637,11.909090909090908,rai
1501,1966,12.0,11.897727272727272,rai
1502,1967,12.818181818181818,12.113636363636363,rai
1503,1968,12.636363636363637,12.397727272727272,rai
1504,1969,13.090909090909092,12.636363636363637,rai
1505,1970,13.090909090909092,12.90909090909091,rai
1506,1971,12.409090909090908,12.806818181818182,rai
1507,1972,13.5,13.022727272727272,rai
1508,1973,13.227272727272728,13.056818181818182,rai
1509,1974,13.090909090909092,13.056818181818182,rai
1510,1975,12.727272727272728,13.136363636363637,rai
1511,1976,13.409090909090908,13.113636363636363,rai
1512,1977,13.181818181818182,13.102272727272728,rai
1513,1978,14.590909090909092,13.477272727272728,rai
1514,1979,14.272727272727272,13.863636363636363,rai
1515,1980,14.181818181818182,14.056818181818183,rai
1516,1981,13.818181818181818,14.21590909090909,rai
1517,1982,8.681818181818182,12.738636363636363,rai
1518,1983,15.272727272727272,12.988636363636363,rai
1519,1984,14.0,12.943181818181817,rai
1520,1985,14.818181818181818,13.193181818181818,rai
1521,1986,14.454545454545457,14.636363636363637,rai
1522,1987,10.090909090909092,13.34090909090909,rai
1523,1988,12.727272727272728,13.022727272727272,rai
1524,1989,13.409090909090908,12.670454545454549,rai
1525,1990,15.227272727272728,12.863636363636363,rai
1526,1991,14.954545454545457,14.079545454545457,rai
1527,1992,14.090909090909092,14.420454545454549,rai
1528,1993,15.181818181818182,14.863636363636363,rai
1529,1994,14.090909090909092,14.579545454545457,rai
1530,1995,14.272727272727272,14.40909090909091,rai
1531,1996,13.727272727272728,14.318181818181817,rai
1532,1997,14.318181818181818,14.102272727272728,rai
1533,1998,13.681818181818182,14.0,rai
1534,1999,14.0,13.931818181818183,rai
1535,2000,14.727272727272728,14.18181818181818,rai
1536,2001,14.318181818181818,14.181818181818182,rai
1537,2002,13.818181818181818,14.215909090909092,rai
1538,2003,11.272727272727272,13.534090909090908,rai
1539,2004,12.636363636363637,13.011363636363637,rai
1540,2005,13.227272727272728,12.738636363636363,rai
1541,2006,13.181818181818182,12.579545454545457,rai
1542,2007,13.318181818181818,13.09090909090909,rai
1543,2008,12.636363636363637,13.09090909090909,rai
1544,2009,12.863636363636363,13.0,rai
1545,2010,13.590909090909092,13.102272727272728,rai
1546,2011,12.772727272727272,12.965909090909092,rai
1547,2012,13.772727272727272,13.25,rai
1548,2013,13.409090909090908,13.386363636363637,rai
1549,2014,12.954545454545457,13.227272727272728,rai
1550,2015,13.318181818181818,13.363636363636363,rai
1551,2016,13.181818181818182,13.215909090909092,rai
1552,2017,13.681818181818182,13.284090909090908,rai
1553,2018,11.818181818181818,13.0,rai
1554,2019,12.045454545454543,12.681818181818183,rai
1555,2020,13.0,12.636363636363637,rai
1556,2021,14.136363636363637,12.75,rai
1557,2022,13.863636363636363,13.261363636363637,rai
1558,2023,14.0,13.75,rai
1559,2024,12.863636363636363,13.71590909090909,rai
1560,1960,10.0,10.0,ram
1561,1961,12.136363636363637,11.068181818181818,ram
1562,1962,11.227272727272728,11.12121212121212,ram
1563,1963,11.5,11.21590909090909,ram
1564,1964,11.818181818181818,11.670454545454543,ram
1565,1965,11.636363636363637,11.545454545454549,ram
1566,1966,13.227272727272728,12.045454545454543,ram
1567,1967,13.545454545454543,12.556818181818183,ram
1568,1968,13.090909090909092,12.875,ram
1569,1969,13.181818181818182,13.261363636363637,ram
1570,1970,13.136363636363637,13.238636363636363,ram
1571,1971,13.181818181818182,13.147727272727272,ram
1572,1972,12.272727272727272,12.943181818181818,ram
1573,1973,13.909090909090908,13.125,ram
1574,1974,13.272727272727272,13.15909090909091,ram
1575,1975,13.090909090909092,13.136363636363637,ram
1576,1976,13.454545454545457,13.431818181818183,ram
1577,1977,12.818181818181818,13.15909090909091,ram
1578,1978,14.909090909090908,13.568181818181817,ram
1579,1979,13.681818181818182,13.715909090909092,ram
1580,1980,14.454545454545457,13.96590909090909,ram
1581,1981,13.681818181818182,14.181818181818182,ram
1582,1982,8.409090909090908,12.55681818181818,ram
1583,1983,14.818181818181818,12.84090909090909,ram
1584,1984,14.5,12.852272727272728,ram
1585,1985,14.363636363636363,13.022727272727272,ram
1586,1986,14.136363636363637,14.454545454545457,ram
1587,1987,11.136363636363637,13.53409090909091,ram
1588,1988,14.681818181818182,13.579545454545457,ram
1589,1989,14.181818181818182,13.534090909090908,ram
1590,1990,13.545454545454543,13.386363636363637,ram
1591,1991,12.545454545454543,13.738636363636363,ram
1592,1992,14.363636363636363,13.659090909090908,ram
1593,1993,12.863636363636363,13.329545454545457,ram
1594,1994,14.0,13.443181818181818,ram
1595,1995,14.363636363636363,13.897727272727272,ram
1596,1996,13.772727272727272,13.75,ram
1597,1997,14.136363636363637,14.068181818181818,ram
1598,1998,13.681818181818182,13.988636363636363,ram
1599,1999,15.0,14.147727272727272,ram
1600,2000,14.0,14.204545454545457,ram
1601,2001,14.545454545454543,14.306818181818182,ram
1602,2002,12.954545454545457,14.125,ram
1603,2003,14.136363636363637,13.90909090909091,ram
1604,2004,13.454545454545457,13.772727272727272,ram
1605,2005,12.409090909090908,13.238636363636363,ram
1606,2006,13.954545454545457,13.488636363636363,ram
1607,2007,12.727272727272728,13.136363636363637,ram
1608,2008,12.681818181818182,12.943181818181817,ram
1609,2009,12.136363636363637,12.875,ram
1610,2010,13.772727272727272,12.829545454545457,ram
1611,2011,12.454545454545457,12.761363636363637,ram
1612,2012,13.636363636363637,13.0,ram
1613,2013,13.409090909090908,13.318181818181818,ram
1614,2014,13.318181818181818,13.204545454545457,ram
1615,2015,12.909090909090908,13.318181818181818,ram
1616,2016,13.409090909090908,13.261363636363637,ram
1617,2017,13.590909090909092,13.306818181818182,ram
1618,2018,14.454545454545457,13.59090909090909,ram
1619,2019,12.863636363636363,13.579545454545457,ram
1620,2020,13.565217391304348,13.618577075098814,ram
1621,2021,14.227272727272728,13.777667984189724,ram
1622,2022,11.863636363636363,13.129940711462451,ram
1623,2023,14.318181818181818,13.493577075098813,ram
1624,2024,13.409090909090908,13.454545454545457,ram
1625,1960,,,rav
1626,1961,,,rav
1627,1962,,,rav
1628,1963,,,rav
1629,1964,,,rav
1630,1965,,,rav
1631,1966,,,rav
1632,1967,,,rav
1633,1968,,,rav
1634,1969,,,rav
1635,1970,,,rav
1636,1971,,,rav
1637,1972,,,rav
1638,1973,,,rav
1639,1974,,,rav
1640,1975,,,rav
1641,1976,,,rav
1642,1977,,,rav
1643,1978,,,rav
1644,1979,,,rav
1645,1980,,,rav
1646,1981,,,rav
1647,1982,,,rav
1648,1983,,,rav
1649,1984,,,rav
1650,1985,,,rav
1651,1986,,,rav
1652,1987,,,rav
1653,1988,,,rav
1654,1989,,,rav
1655,1990,,,rav
1656,1991,,,rav
1657,1992,,,rav
1658,1993,,,rav
1659,1994,,,rav
1660,1995,,,rav
1661,1996,12.954545454545457,12.954545454545457,rav
1662,1997,13.136363636363637,13.045454545454549,rav
1663,1998,13.545454545454543,13.212121212121213,rav
1664,1999,13.5,13.28409090909091,rav
1665,2000,14.227272727272728,13.602272727272728,rav
1666,2001,13.772727272727272,13.761363636363637,rav
1667,2002,13.5,13.75,rav
1668,2003,14.363636363636363,13.96590909090909,rav
1669,2004,13.636363636363637,13.81818181818182,rav
1670,2005,13.045454545454543,13.636363636363637,rav
1671,2006,14.727272727272728,13.943181818181818,rav
1672,2007,13.454545454545457,13.71590909090909,rav
1673,2008,14.363636363636363,13.897727272727272,rav
1674,2009,14.0,14.136363636363637,rav
1675,2010,14.590909090909092,14.102272727272728,rav
1676,2011,14.954545454545457,14.477272727272728,rav
1677,2012,12.772727272727272,14.079545454545457,rav
1678,2013,14.045454545454543,14.090909090909092,rav
1679,2014,13.818181818181818,13.897727272727272,rav
1680,2015,12.681818181818182,13.329545454545457,rav
1681,2016,13.227272727272728,13.443181818181818,rav
1682,2017,13.772727272727272,13.375,rav
1683,2018,12.863636363636363,13.136363636363637,rav
1684,2019,12.681818181818182,13.136363636363637,rav
1685,2020,12.409090909090908,12.931818181818182,rav
1686,2021,13.227272727272728,12.795454545454543,rav
1687,2022,13.318181818181818,12.90909090909091,rav
1688,2023,13.272727272727272,13.05681818181818,rav
1689,2024,14.363636363636363,13.545454545454543,rav
1690,1960,11.727272727272728,11.727272727272728,sdg
1691,1961,12.227272727272728,11.977272727272728,sdg
1692,1962,10.909090909090908,11.62121212121212,sdg
1693,1963,12.409090909090908,11.818181818181817,sdg
1694,1964,11.590909090909092,11.784090909090908,sdg
1695,1965,12.681818181818182,11.897727272727272,sdg
1696,1966,11.590909090909092,12.068181818181818,sdg
1697,1967,12.454545454545457,12.079545454545451,sdg
1698,1968,12.363636363636363,12.272727272727272,sdg
1699,1969,11.636363636363637,12.011363636363637,sdg
1700,1970,11.636363636363637,12.022727272727272,sdg
1701,1971,12.181818181818182,11.954545454545457,sdg
1702,1972,12.045454545454543,11.875,sdg
1703,1973,11.045454545454543,11.727272727272728,sdg
1704,1974,11.5,11.693181818181818,sdg
1705,1975,11.5,11.522727272727272,sdg
1706,1976,12.545454545454543,11.647727272727272,sdg
1707,1977,12.545454545454543,12.022727272727272,sdg
1708,1978,14.0,12.647727272727272,sdg
1709,1979,14.545454545454543,13.409090909090908,sdg
1710,1980,13.954545454545457,13.761363636363637,sdg
1711,1981,13.863636363636363,14.090909090909092,sdg
1712,1982,8.227272727272727,12.647727272727272,sdg
1713,1983,13.772727272727272,12.454545454545457,sdg
1714,1984,13.681818181818182,12.386363636363637,sdg
1715,1985,13.863636363636363,12.386363636363637,sdg
1716,1986,13.090909090909092,13.602272727272728,sdg
1717,1987,10.318181818181818,12.738636363636363,sdg
1718,1988,13.227272727272728,12.625,sdg
1719,1989,14.136363636363637,12.69318181818182,sdg
1720,1990,13.818181818181818,12.875,sdg
1721,1991,13.727272727272728,13.727272727272728,sdg
1722,1992,14.227272727272728,13.977272727272728,sdg
1723,1993,13.636363636363637,13.852272727272728,sdg
1724,1994,15.181818181818182,14.193181818181818,sdg
1725,1995,14.5,14.386363636363637,sdg
1726,1996,13.5,14.204545454545457,sdg
1727,1997,13.818181818181818,14.25,sdg
1728,1998,12.954545454545457,13.693181818181818,sdg
1729,1999,12.772727272727272,13.261363636363637,sdg
1730,2000,13.954545454545457,13.375,sdg
1731,2001,14.545454545454543,13.556818181818182,sdg
1732,2002,13.590909090909092,13.715909090909092,sdg
1733,2003,13.545454545454543,13.90909090909091,sdg
1734,2004,14.409090909090908,14.022727272727272,sdg
1735,2005,13.818181818181818,13.84090909090909,sdg
1736,2006,14.318181818181818,14.022727272727272,sdg
1737,2007,14.0,14.136363636363637,sdg
1738,2008,14.090909090909092,14.056818181818182,sdg
1739,2009,13.181818181818182,13.897727272727272,sdg
1740,2010,13.227272727272728,13.625,sdg
1741,2011,13.727272727272728,13.556818181818182,sdg
1742,2012,13.409090909090908,13.386363636363637,sdg
1743,2013,12.909090909090908,13.318181818181818,sdg
1744,2014,13.136363636363637,13.295454545454543,sdg
1745,2015,11.727272727272728,12.795454545454543,sdg
1746,2016,12.454545454545457,12.55681818181818,sdg
1747,2017,13.5,12.704545454545451,sdg
1748,2018,13.045454545454543,12.681818181818182,sdg
1749,2019,12.590909090909092,12.897727272727272,sdg
1750,2020,12.409090909090908,12.886363636363637,sdg
1751,2021,13.727272727272728,12.943181818181818,sdg
1752,2022,14.181818181818182,13.227272727272728,sdg
1753,2023,13.636363636363637,13.488636363636363,sdg
1754,2024,13.818181818181818,13.840909090909092,sdg
1755,1960,,,sea
1756,1961,,,sea
1757,1962,,,sea
1758,1963,,,sea
1759,1964,,,sea
1760,1965,,,sea
1761,1966,,,sea
1762,1967,,,sea
1763,1968,,,sea
1764,1969,,,sea
1765,1970,,,sea
1766,1971,,,sea
1767,1972,,,sea
1768,1973,,,sea
1769,1974,,,sea
1770,1975,,,sea
1771,1976,11.863636363636363,11.863636363636363,sea
1772,1977,12.545454545454543,12.204545454545451,sea
1773,1978,14.409090909090908,12.939393939393938,sea
1774,1979,14.0,13.204545454545451,sea
1775,1980,14.863636363636363,13.954545454545457,sea
1776,1981,13.181818181818182,14.113636363636363,sea
1777,1982,8.181818181818182,12.556818181818183,sea
1778,1983,13.5,12.431818181818183,sea
1779,1984,13.818181818181818,12.170454545454543,sea
1780,1985,14.727272727272728,12.556818181818182,sea
1781,1986,14.272727272727272,14.079545454545457,sea
1782,1987,11.363636363636363,13.545454545454543,sea
1783,1988,14.136363636363637,13.625,sea
1784,1989,13.636363636363637,13.352272727272728,sea
1785,1990,13.954545454545457,13.272727272727272,sea
1786,1991,13.863636363636363,13.897727272727272,sea
1787,1992,13.818181818181818,13.818181818181818,sea
1788,1993,14.681818181818182,14.079545454545451,sea
1789,1994,13.681818181818182,14.011363636363637,sea
1790,1995,14.045454545454543,14.056818181818183,sea
1791,1996,13.818181818181818,14.056818181818182,sea
1792,1997,13.045454545454543,13.647727272727272,sea
1793,1998,13.909090909090908,13.704545454545451,sea
1794,1999,14.545454545454543,13.829545454545451,sea
1795,2000,14.409090909090908,13.977272727272728,sea
1796,2001,13.909090909090908,14.193181818181817,sea
1797,2002,13.136363636363637,14.0,sea
1798,2003,13.409090909090908,13.71590909090909,sea
1799,2004,13.363636363636363,13.454545454545457,sea
1800,2005,13.318181818181818,13.30681818181818,sea
1801,2006,13.227272727272728,13.329545454545451,sea
1802,2007,14.363636363636363,13.568181818181818,sea
1803,2008,12.454545454545457,13.34090909090909,sea
1804,2009,13.363636363636363,13.352272727272728,sea
1805,2010,13.227272727272728,13.352272727272728,sea
1806,2011,13.227272727272728,13.068181818181818,sea
1807,2012,14.5,13.579545454545457,sea
1808,2013,13.0,13.488636363636363,sea
1809,2014,13.363636363636363,13.522727272727272,sea
1810,2015,13.727272727272728,13.647727272727272,sea
1811,2016,13.272727272727272,13.34090909090909,sea
1812,2017,12.409090909090908,13.193181818181817,sea
1813,2018,13.272727272727272,13.170454545454549,sea
1814,2019,12.5,12.863636363636363,sea
1815,2020,12.863636363636363,12.761363636363637,sea
1816,2021,13.291666666666666,12.982007575757576,sea
1817,2022,15.047619047619047,13.42573051948052,sea
1818,2023,14.0,13.80073051948052,sea
1819,2024,12.5,13.709821428571429,sea
1820,1960,10.0,10.0,sfo
1821,1961,12.5,11.25,sfo
1822,1962,11.636363636363637,11.37878787878788,sfo
1823,1963,12.136363636363637,11.568181818181818,sfo
1824,1964,12.590909090909092,12.215909090909092,sfo
1825,1965,12.954545454545457,12.329545454545457,sfo
1826,1966,13.227272727272728,12.727272727272728,sfo
1827,1967,11.954545454545457,12.681818181818182,sfo
1828,1968,13.5,12.909090909090908,sfo
1829,1969,12.5,12.795454545454543,sfo
1830,1970,13.136363636363637,12.772727272727272,sfo
1831,1971,13.454545454545457,13.147727272727272,sfo
1832,1972,12.590909090909092,12.920454545454549,sfo
1833,1973,12.045454545454543,12.806818181818183,sfo
1834,1974,12.272727272727272,12.59090909090909,sfo
1835,1975,12.0,12.227272727272728,sfo
1836,1976,12.363636363636363,12.170454545454543,sfo
1837,1977,13.090909090909092,12.431818181818183,sfo
1838,1978,13.0,12.613636363636363,sfo
1839,1979,13.545454545454543,13.0,sfo
1840,1980,13.0,13.15909090909091,sfo
1841,1981,14.954545454545457,13.625,sfo
1842,1982,7.590909090909091,12.272727272727272,sfo
1843,1983,14.227272727272728,12.44318181818182,sfo
1844,1984,14.363636363636363,12.78409090909091,sfo
1845,1985,14.545454545454543,12.681818181818182,sfo
1846,1986,13.772727272727272,14.227272727272728,sfo
1847,1987,10.272727272727272,13.238636363636363,sfo
1848,1988,13.909090909090908,13.125,sfo
1849,1989,14.136363636363637,13.022727272727272,sfo
1850,1990,14.772727272727272,13.272727272727272,sfo
1851,1991,13.863636363636363,14.170454545454543,sfo
1852,1992,14.136363636363637,14.227272727272728,sfo
1853,1993,14.136363636363637,14.227272727272728,sfo
1854,1994,14.5,14.15909090909091,sfo
1855,1995,14.136363636363637,14.227272727272728,sfo
1856,1996,14.090909090909092,14.21590909090909,sfo
1857,1997,14.5,14.306818181818182,sfo
1858,1998,14.045454545454543,14.193181818181818,sfo
1859,1999,13.636363636363637,14.06818181818182,sfo
1860,2000,14.0,14.045454545454549,sfo
1861,2001,15.227272727272728,14.227272727272728,sfo
