,year,GS_mean,moving_avg,team
633,2008,12.0,12.65909090909091,det
634,2009,12.272727272727272,12.477272727272728,det
635,2010,12.954545454545457,12.704545454545457,det
636,2011,14.227272727272728,12.863636363636363,det
637,2012,12.954545454545457,13.102272727272728,det
638,2013,13.954545454545457,13.522727272727272,det
639,2014,13.545454545454543,13.670454545454543,det
640,2015,12.636363636363637,13.272727272727272,det
641,2016,13.181818181818182,13.329545454545457,det
642,2017,13.136363636363637,13.125,det
643,2018,12.863636363636363,12.954545454545457,det
644,2019,12.409090909090908,12.897727272727272,det
645,2020,11.545454545454543,12.488636363636363,det
646,2021,12.238095238095235,12.264069264069263,det
647,2022,13.409090909090908,12.4004329004329,det
648,2023,13.391304347826088,12.645986260116697,det
649,2024,13.727272727272728,13.19144080557124,det
650,1960,11.318181818181818,11.318181818181818,gnb
651,1961,12.5,11.90909090909091,gnb
652,1962,13.363636363636363,12.393939393939393,gnb
653,1963,13.090909090909092,12.568181818181818,gnb
654,1964,12.818181818181818,12.943181818181818,gnb
655,1965,12.863636363636363,13.034090909090908,gnb
656,1966,13.363636363636363,13.03409090909091,gnb
657,1967,12.954545454545457,13.0,gnb
658,1968,13.363636363636363,13.136363636363637,gnb
659,1969,12.590909090909092,13.068181818181818,gnb
660,1970,12.409090909090908,12.829545454545451,gnb
661,1971,12.727272727272728,12.772727272727272,gnb
662,1972,13.454545454545457,12.795454545454549,gnb
663,1973,12.272727272727272,12.715909090909092,gnb
664,1974,12.136363636363637,12.647727272727272,gnb
665,1975,12.045454545454543,12.477272727272728,gnb
666,1976,12.818181818181818,12.318181818181818,gnb
667,1977,12.227272727272728,12.306818181818182,gnb
668,1978,15.818181818181818,13.227272727272728,gnb
669,1979,13.818181818181818,13.670454545454543,gnb
670,1980,14.863636363636363,14.181818181818182,gnb
671,1981,14.863636363636363,14.84090909090909,gnb
672,1982,8.454545454545455,13.0,gnb
673,1983,13.590909090909092,12.943181818181818,gnb
674,1984,14.681818181818182,12.897727272727272,gnb
675,1985,14.090909090909092,12.704545454545457,gnb
676,1986,13.045454545454543,13.852272727272728,gnb
677,1987,10.909090909090908,13.181818181818182,gnb
678,1988,13.227272727272728,12.818181818181818,gnb
679,1989,14.909090909090908,13.022727272727272,gnb
680,1990,14.454545454545457,13.375,gnb
681,1991,14.363636363636363,14.238636363636363,gnb
682,1992,13.136363636363637,14.215909090909092,gnb
683,1993,13.909090909090908,13.96590909090909,gnb
684,1994,14.818181818181818,14.056818181818182,gnb
685,1995,14.5,14.090909090909092,gnb
686,1996,14.545454545454543,14.443181818181817,gnb
687,1997,14.636363636363637,14.625,gnb
688,1998,14.272727272727272,14.488636363636363,gnb
689,1999,14.409090909090908,14.46590909090909,gnb
690,2000,13.681818181818182,14.25,gnb
691,2001,14.272727272727272,14.15909090909091,gnb
692,2002,13.5,13.96590909090909,gnb
693,2003,14.727272727272728,14.045454545454549,gnb
694,2004,13.863636363636363,14.09090909090909,gnb
695,2005,13.227272727272728,13.829545454545457,gnb
696,2006,14.227272727272728,14.011363636363637,gnb
697,2007,13.681818181818182,13.749999999999998,gnb
698,2008,13.545454545454543,13.670454545454543,gnb
699,2009,13.318181818181818,13.693181818181818,gnb
700,2010,13.272727272727272,13.454545454545457,gnb
701,2011,13.727272727272728,13.465909090909092,gnb
702,2012,12.409090909090908,13.181818181818182,gnb
703,2013,13.545454545454543,13.238636363636363,gnb
704,2014,14.363636363636363,13.511363636363637,gnb
705,2015,13.590909090909092,13.477272727272728,gnb
706,2016,12.636363636363637,13.53409090909091,gnb
707,2017,12.545454545454543,13.284090909090908,gnb
708,2018,11.772727272727272,12.636363636363637,gnb
709,2019,14.181818181818182,12.78409090909091,gnb
710,2020,13.363636363636363,12.96590909090909,gnb
711,2021,14.045454545454543,13.340909090909092,gnb
712,2022,14.090909090909092,13.920454545454549,gnb
713,2023,13.454545454545457,13.738636363636363,gnb
714,2024,14.409090909090908,14.0,gnb
715,1960,,,htx
716,1961,,,htx
717,1962,,,htx
718,1963,,,htx
719,1964,,,htx
720,1965,,,htx
721,1966,,,htx
722,1967,,,htx
723,1968,,,htx
724,1969,,,htx
725,1970,,,htx
726,1971,,,htx
727,1972,,,htx
728,1973,,,htx
729,1974,,,htx
730,1975,,,htx
731,1976,,,htx
732,1977,,,htx
733,1978,,,htx
734,1979,,,htx
735,1980,,,htx
736,1981,,,htx
737,1982,,,htx
738,1983,,,htx
739,1984,,,htx
740,1985,,,htx
741,1986,,,htx
742,1987,,,htx
743,1988,,,htx
744,1989,,,htx
745,1990,,,htx
746,1991,,,htx
747,1992,,,htx
748,1993,,,htx
749,1994,,,htx
750,1995,,,htx
751,1996,,,htx
752,1997,,,htx
753,1998,,,htx
754,1999,,,htx
755,2000,,,htx
756,2001,,,htx
757,2002,13.863636363636363,13.863636363636363,htx
758,2003,13.045454545454543,13.454545454545451,htx
759,2004,14.045454545454543,13.65151515151515,htx
760,2005,12.909090909090908,13.46590909090909,htx
761,2006,12.772727272727272,13.193181818181818,htx
762,2007,13.045454545454543,13.193181818181818,htx
763,2008,13.590909090909092,13.079545454545457,htx
764,2009,13.545454545454543,13.238636363636363,htx
765,2010,13.545454545454543,13.431818181818182,htx
766,2011,14.227272727272728,13.727272727272728,htx
767,2012,14.090909090909092,13.852272727272728,htx
768,2013,13.272727272727272,13.784090909090908,htx
769,2014,13.545454545454543,13.78409090909091,htx
770,2015,12.681818181818182,13.397727272727272,htx
771,2016,12.681818181818182,13.045454545454543,htx
772,2017,11.5,12.602272727272728,htx
773,2018,13.545454545454543,12.602272727272728,htx
774,2019,13.136363636363637,12.71590909090909,htx
775,2020,12.727272727272728,12.727272727272728,htx
776,2021,12.045454545454543,12.863636363636363,htx
777,2022,13.5,12.852272727272728,htx
778,2023,12.181818181818182,12.613636363636363,htx
779,2024,13.181818181818182,12.727272727272728,htx
780,1960,,,jax
781,1961,,,jax
782,1962,,,jax
783,1963,,,jax
784,1964,,,jax
785,1965,,,jax
786,1966,,,jax
787,1967,,,jax
788,1968,,,jax
789,1969,,,jax
790,1970,,,jax
791,1971,,,jax
792,1972,,,jax
793,1973,,,jax
794,1974,,,jax
795,1975,,,jax
796,1976,,,jax
797,1977,,,jax
798,1978,,,jax
799,1979,,,jax
800,1980,,,jax
801,1981,,,jax
802,1982,,,jax
803,1983,,,jax
804,1984,,,jax
805,1985,,,jax
806,1986,,,jax
807,1987,,,jax
808,1988,,,jax
809,1989,,,jax
810,1990,,,jax
811,1991,,,jax
812,1992,,,jax
813,1993,,,jax
814,1994,,,jax
815,1995,12.363636363636363,12.363636363636363,jax
816,1996,12.863636363636363,12.613636363636363,jax
817,1997,13.272727272727272,12.833333333333334,jax
818,1998,13.727272727272728,13.056818181818182,jax
819,1999,14.227272727272728,13.522727272727272,jax
820,2000,13.272727272727272,13.625,jax
821,2001,13.181818181818182,13.602272727272728,jax
822,2002,13.954545454545457,13.65909090909091,jax
823,2003,14.636363636363637,13.761363636363637,jax
824,2004,14.0,13.943181818181818,jax
825,2005,13.954545454545457,14.136363636363637,jax
826,2006,13.772727272727272,14.090909090909092,jax
827,2007,12.863636363636363,13.647727272727272,jax
828,2008,13.0,13.397727272727272,jax
829,2009,13.545454545454543,13.295454545454549,jax
830,2010,13.0,13.102272727272728,jax
831,2011,13.0,13.136363636363637,jax
832,2012,11.863636363636363,12.852272727272728,jax
833,2013,12.909090909090908,12.693181818181817,jax
834,2014,12.409090909090908,12.545454545454543,jax
835,2015,13.863636363636363,12.761363636363637,jax
836,2016,13.272727272727272,13.113636363636363,jax
837,2017,14.272727272727272,13.454545454545457,jax
838,2018,12.181818181818182,13.397727272727272,jax
839,2019,13.045454545454543,13.193181818181818,jax
840,2020,11.181818181818182,12.670454545454543,jax
841,2021,13.238095238095235,12.411796536796537,jax
842,2022,15.045454545454543,13.127705627705629,jax
843,2023,14.409090909090908,13.468614718614718,jax
844,2024,13.0,13.923160173160174,jax
845,1960,11.636363636363637,11.636363636363637,kan
846,1961,12.045454545454543,11.84090909090909,kan
847,1962,12.318181818181818,12.0,kan
848,1963,11.909090909090908,11.977272727272728,kan
849,1964,12.409090909090908,12.170454545454543,kan
850,1965,13.5,12.53409090909091,kan
851,1966,13.0,12.704545454545451,kan
852,1967,11.863636363636363,12.693181818181818,kan
853,1968,12.954545454545457,12.829545454545451,kan
854,1969,13.227272727272728,12.761363636363637,kan
855,1970,12.5,12.636363636363637,kan
856,1971,13.363636363636363,13.011363636363637,kan
857,1972,12.318181818181818,12.852272727272728,kan
858,1973,12.363636363636363,12.636363636363637,kan
859,1974,11.545454545454543,12.397727272727272,kan
860,1975,11.090909090909092,11.829545454545451,kan
861,1976,12.090909090909092,11.772727272727272,kan
862,1977,11.363636363636363,11.522727272727272,kan
863,1978,14.5,12.261363636363637,kan
864,1979,13.636363636363637,12.897727272727272,kan
865,1980,13.909090909090908,13.352272727272728,kan
866,1981,13.636363636363637,13.920454545454543,kan
867,1982,7.863636363636363,12.261363636363637,kan
868,1983,13.363636363636363,12.193181818181818,kan
869,1984,13.181818181818182,12.011363636363637,kan
870,1985,13.0,11.852272727272728,kan
871,1986,13.772727272727272,13.329545454545457,kan
872,1987,9.636363636363637,12.397727272727272,kan
873,1988,11.772727272727272,12.045454545454549,kan
874,1989,13.727272727272728,12.227272727272728,kan
875,1990,13.545454545454543,12.170454545454549,kan
876,1991,13.818181818181818,13.21590909090909,kan
877,1992,13.454545454545457,13.636363636363637,kan
878,1993,14.045454545454543,13.71590909090909,kan
879,1994,13.636363636363637,13.738636363636363,kan
880,1995,14.409090909090908,13.886363636363637,kan
881,1996,14.045454545454543,14.03409090909091,kan
882,1997,14.090909090909092,14.045454545454549,kan
883,1998,13.545454545454543,14.022727272727272,kan
884,1999,14.636363636363637,14.079545454545457,kan
885,2000,14.318181818181818,14.147727272727272,kan
886,2001,13.954545454545457,14.113636363636363,kan
887,2002,14.363636363636363,14.318181818181818,kan
888,2003,15.409090909090908,14.511363636363637,kan
889,2004,13.181818181818182,14.227272727272728,kan
890,2005,13.954545454545457,14.227272727272728,kan
891,2006,14.272727272727272,14.204545454545457,kan
892,2007,14.0,13.852272727272728,kan
893,2008,13.272727272727272,13.875,kan
894,2009,12.772727272727272,13.579545454545457,kan
895,2010,14.045454545454543,13.522727272727272,kan
896,2011,13.681818181818182,13.443181818181818,kan
897,2012,12.772727272727272,13.318181818181818,kan
898,2013,12.954545454545457,13.363636363636363,kan
899,2014,13.636363636363637,13.261363636363637,kan
900,2015,12.818181818181818,13.045454545454549,kan
901,2016,13.409090909090908,13.204545454545457,kan
902,2017,12.454545454545457,13.079545454545457,kan
903,2018,13.363636363636363,13.011363636363637,kan
904,2019,12.954545454545457,13.045454545454549,kan
905,2020,12.590909090909092,12.84090909090909,kan
906,2021,13.5,13.102272727272728,kan
907,2022,15.095238095238097,13.535173160173162,kan
908,2023,14.090909090909092,13.819264069264069,kan
909,2024,13.5,14.046536796536795,kan
910,1960,,,mia
911,1961,,,mia
912,1962,,,mia
913,1963,,,mia
914,1964,,,mia
915,1965,,,mia
916,1966,11.363636363636363,11.363636363636363,mia
917,1967,10.681818181818182,11.022727272727272,mia
918,1968,11.409090909090908,11.15151515151515,mia
919,1969,11.954545454545457,11.352272727272728,mia
920,1970,12.909090909090908,11.738636363636363,mia
921,1971,13.0,12.318181818181817,mia
922,1972,12.818181818181818,12.670454545454543,mia
923,1973,13.136363636363637,12.965909090909092,mia
924,1974,11.636363636363637,12.647727272727272,mia
925,1975,12.090909090909092,12.420454545454549,mia
926,1976,11.318181818181818,12.045454545454549,mia
927,1977,12.045454545454543,11.772727272727272,mia
928,1978,14.090909090909092,12.386363636363637,mia
929,1979,14.727272727272728,13.045454545454543,mia
930,1980,13.909090909090908,13.693181818181817,mia
931,1981,13.954545454545457,14.170454545454543,mia
932,1982,8.409090909090908,12.75,mia
933,1983,14.590909090909092,12.715909090909092,mia
934,1984,13.954545454545457,12.727272727272728,mia
935,1985,13.909090909090908,12.71590909090909,mia
936,1986,14.0,14.113636363636363,mia
937,1987,10.727272727272728,13.147727272727272,mia
938,1988,13.681818181818182,13.079545454545451,mia
939,1989,13.909090909090908,13.079545454545457,mia
940,1990,14.954545454545457,13.318181818181818,mia
941,1991,13.590909090909092,14.03409090909091,mia
942,1992,13.909090909090908,14.09090909090909,mia
943,1993,13.454545454545457,13.977272727272728,mia
944,1994,13.954545454545457,13.727272727272728,mia
945,1995,14.454545454545457,13.943181818181818,mia
946,1996,13.636363636363637,13.875,mia
947,1997,13.772727272727272,13.954545454545457,mia
948,1998,14.772727272727272,14.159090909090908,mia
949,1999,13.0,13.795454545454543,mia
950,2000,14.818181818181818,14.090909090909092,mia
951,2001,13.863636363636363,14.113636363636363,mia
952,2002,14.636363636363637,14.079545454545457,mia
953,2003,14.681818181818182,14.5,mia
954,2004,13.227272727272728,14.102272727272728,mia
955,2005,13.954545454545457,14.125,mia
956,2006,13.863636363636363,13.931818181818182,mia
957,2007,12.318181818181818,13.340909090909092,mia
958,2008,14.181818181818182,13.579545454545457,mia
959,2009,13.090909090909092,13.363636363636363,mia
960,2010,13.545454545454543,13.28409090909091,mia
961,2011,13.772727272727272,13.647727272727272,mia
962,2012,14.772727272727272,13.795454545454549,mia
963,2013,13.909090909090908,14.0,mia
964,2014,14.0,14.113636363636363,mia
965,2015,13.409090909090908,14.022727272727272,mia
966,2016,12.090909090909092,13.352272727272728,mia
967,2017,12.545454545454543,13.011363636363637,mia
968,2018,13.409090909090908,12.863636363636363,mia
969,2019,10.863636363636363,12.227272727272728,mia
970,2020,11.954545454545457,12.193181818181817,mia
971,2021,13.363636363636363,12.397727272727272,mia
972,2022,14.227272727272728,12.602272727272728,mia
973,2023,13.409090909090908,13.238636363636363,mia
974,2024,13.272727272727272,13.568181818181818,mia
975,1960,,,min
976,1961,11.818181818181818,11.818181818181818,min
977,1962,12.636363636363637,12.227272727272728,min
978,1963,12.727272727272728,12.393939393939393,min
979,1964,12.681818181818182,12.46590909090909,min
980,1965,12.045454545454543,12.522727272727272,min
981,1966,12.090909090909092,12.386363636363637,min
982,1967,12.590909090909092,12.352272727272728,min
983,1968,12.954545454545457,12.420454545454549,min
984,1969,13.227272727272728,12.715909090909092,min
985,1970,12.545454545454543,12.829545454545457,min
986,1971,12.272727272727272,12.75,min
987,1972,12.772727272727272,12.704545454545457,min
988,1973,12.863636363636363,12.613636363636363,min
989,1974,12.181818181818182,12.522727272727272,min
990,1975,12.727272727272728,12.636363636363637,min
991,1976,13.454545454545457,12.806818181818182,min
992,1977,13.409090909090908,12.943181818181818,min
993,1978,14.909090909090908,13.625,min
994,1979,14.318181818181818,14.022727272727272,min
995,1980,14.818181818181818,14.363636363636363,min
996,1981,14.909090909090908,14.738636363636363,min
997,1982,8.090909090909092,13.03409090909091,min
998,1983,13.454545454545457,12.818181818181818,min
999,1984,12.727272727272728,12.295454545454543,min
1000,1985,13.090909090909092,11.840909090909092,min
1001,1986,13.909090909090908,13.295454545454543,min
1002,1987,10.545454545454543,12.568181818181818,min
1003,1988,14.090909090909092,12.90909090909091,min
1004,1989,14.136363636363637,13.170454545454543,min
1005,1990,14.0,13.193181818181818,min
1006,1991,13.909090909090908,14.034090909090908,min
1007,1992,14.590909090909092,14.15909090909091,min
1008,1993,14.136363636363637,14.15909090909091,min
1009,1994,15.409090909090908,14.511363636363637,min
1010,1995,13.272727272727272,14.352272727272728,min
1011,1996,13.045454545454543,13.96590909090909,min
1012,1997,14.227272727272728,13.988636363636363,min
1013,1998,14.590909090909092,13.784090909090908,min
1014,1999,13.681818181818182,13.886363636363637,min
1015,2000,14.136363636363637,14.159090909090908,min
1016,2001,12.954545454545457,13.84090909090909,min
1017,2002,13.681818181818182,13.613636363636363,min
1018,2003,13.954545454545457,13.681818181818182,min
1019,2004,13.227272727272728,13.454545454545457,min
1020,2005,12.181818181818182,13.261363636363637,min
1021,2006,13.818181818181818,13.295454545454543,min
1022,2007,13.5,13.181818181818182,min
1023,2008,13.863636363636363,13.34090909090909,min
1024,2009,14.454545454545457,13.90909090909091,min
1025,2010,13.272727272727272,13.772727272727272,min
1026,2011,13.090909090909092,13.670454545454543,min
1027,2012,14.090909090909092,13.727272727272728,min
1028,2013,12.818181818181818,13.318181818181818,min
1029,2014,12.863636363636363,13.21590909090909,min
1030,2015,14.0,13.443181818181818,min
1031,2016,13.090909090909092,13.193181818181818,min
1032,2017,14.0,13.488636363636363,min
1033,2018,13.227272727272728,13.579545454545457,min
1034,2019,13.727272727272728,13.511363636363637,min
1035,2020,13.363636363636363,13.579545454545451,min
1036,2021,13.454545454545457,13.443181818181818,min
1037,2022,14.818181818181818,13.84090909090909,min
1038,2023,13.727272727272728,13.84090909090909,min
1039,2024,14.772727272727272,14.19318181818182,min
1040,1960,,,nor
1041,1961,,,nor
1042,1962,,,nor
1043,1963,,,nor
1044,1964,,,nor
1045,1965,,,nor
1046,1966,,,nor
1047,1967,11.090909090909092,11.090909090909092,nor
1048,1968,12.409090909090908,11.75,nor
1049,1969,12.863636363636363,12.12121212121212,nor
1050,1970,11.227272727272728,11.897727272727272,nor
1051,1971,12.136363636363637,12.159090909090908,nor
1052,1972,11.181818181818182,11.852272727272728,nor
1053,1973,12.409090909090908,11.738636363636363,nor
1054,1974,11.681818181818182,11.852272727272728,nor
1055,1975,11.590909090909092,11.71590909090909,nor
1056,1976,12.045454545454543,11.931818181818182,nor
1057,1977,11.863636363636363,11.795454545454543,nor
1058,1978,14.772727272727272,12.568181818181818,nor
1059,1979,14.818181818181818,13.375,nor
1060,1980,12.681818181818182,13.53409090909091,nor
1061,1981,14.045454545454543,14.079545454545451,nor
1062,1982,8.454545454545455,12.5,nor
1063,1983,14.863636363636363,12.511363636363637,nor
1064,1984,14.363636363636363,12.931818181818182,nor
1065,1985,13.136363636363637,12.704545454545457,nor
1066,1986,13.772727272727272,14.034090909090908,nor
1067,1987,11.136363636363637,13.102272727272728,nor
1068,1988,13.136363636363637,12.795454545454543,nor
1069,1989,14.136363636363637,13.045454545454549,nor
1070,1990,14.636363636363637,13.261363636363637,nor
1071,1991,13.727272727272728,13.909090909090908,nor
1072,1992,14.363636363636363,14.215909090909092,nor
1073,1993,13.454545454545457,14.045454545454543,nor
1074,1994,13.727272727272728,13.818181818181818,nor
1075,1995,13.954545454545457,13.875,nor
1076,1996,12.954545454545457,13.522727272727272,nor
1077,1997,13.590909090909092,13.556818181818182,nor
1078,1998,13.363636363636363,13.465909090909092,nor
1079,1999,13.045454545454543,13.238636363636363,nor
1080,2000,14.0,13.5,nor
1081,2001,14.545454545454543,13.738636363636363,nor
1082,2002,14.272727272727272,13.96590909090909,nor
1083,2003,13.090909090909092,13.977272727272728,nor
1084,2004,12.772727272727272,13.670454545454543,nor
1085,2005,12.772727272727272,13.227272727272728,nor
1086,2006,13.727272727272728,13.090909090909092,nor
1087,2007,13.681818181818182,13.238636363636363,nor
1088,2008,12.590909090909092,13.193181818181818,nor
1089,2009,13.136363636363637,13.28409090909091,nor
1090,2010,13.681818181818182,13.272727272727272,nor
1091,2011,13.090909090909092,13.125,nor
1092,2012,13.318181818181818,13.306818181818182,nor
1093,2013,13.227272727272728,13.329545454545457,nor
1094,2014,12.818181818181818,13.113636363636363,nor
1095,2015,12.772727272727272,13.034090909090908,nor
1096,2016,12.454545454545457,12.818181818181818,nor
1097,2017,12.954545454545457,12.75,nor
1098,2018,13.0,12.795454545454549,nor
1099,2019,13.136363636363637,12.886363636363637,nor
1100,2020,12.227272727272728,12.829545454545457,nor
1101,2021,11.909090909090908,12.568181818181817,nor
1102,2022,12.818181818181818,12.522727272727272,nor
1103,2023,13.818181818181818,12.693181818181818,nor
1104,2024,12.454545454545457,12.75,nor
1105,1960,11.136363636363637,11.136363636363637,nwe
1106,1961,11.545454545454543,11.34090909090909,nwe
1107,1962,12.681818181818182,11.787878787878787,nwe
1108,1963,12.545454545454543,11.977272727272728,nwe
1109,1964,12.590909090909092,12.34090909090909,nwe
1110,1965,11.181818181818182,12.25,nwe
1111,1966,12.727272727272728,12.261363636363637,nwe
1112,1967,11.454545454545457,11.988636363636363,nwe
1113,1968,11.636363636363637,11.75,nwe
1114,1969,12.636363636363637,12.113636363636363,nwe
1115,1970,12.045454545454543,11.943181818181818,nwe
1116,1971,12.045454545454543,12.09090909090909,nwe
1117,1972,11.954545454545457,12.170454545454543,nwe
1118,1973,12.090909090909092,12.03409090909091,nwe
1119,1974,12.363636363636363,12.113636363636363,nwe
1120,1975,12.136363636363637,12.136363636363637,nwe
1121,1976,12.727272727272728,12.329545454545457,nwe
1122,1977,12.818181818181818,12.511363636363637,nwe
1123,1978,14.954545454545457,13.15909090909091,nwe
1124,1979,13.954545454545457,13.613636363636363,nwe
1125,1980,14.818181818181818,14.136363636363637,nwe
1126,1981,13.090909090909092,14.204545454545457,nwe
1127,1982,8.045454545454545,12.477272727272728,nwe
1128,1983,13.954545454545457,12.477272727272728,nwe
1129,1984,14.090909090909092,12.295454545454549,nwe
1130,1985,14.0,12.522727272727272,nwe
1131,1986,14.181818181818182,14.056818181818182,nwe
1132,1987,10.363636363636363,13.159090909090908,nwe
1133,1988,13.727272727272728,13.068181818181818,nwe
1134,1989,13.863636363636363,13.034090909090908,nwe
1135,1990,13.0,12.738636363636363,nwe
1136,1991,13.818181818181818,13.602272727272728,nwe
1137,1992,13.136363636363637,13.454545454545457,nwe
1138,1993,13.045454545454543,13.25,nwe
1139,1994,13.636363636363637,13.409090909090908,nwe
1140,1995,13.909090909090908,13.43181818181818,nwe
1141,1996,13.318181818181818,13.477272727272728,nwe
1142,1997,14.272727272727272,13.784090909090908,nwe
1143,1998,13.318181818181818,13.704545454545457,nwe
1144,1999,14.636363636363637,13.886363636363637,nwe
1145,2000,13.0,13.806818181818183,nwe
1146,2001,13.909090909090908,13.715909090909092,nwe
1147,2002,13.636363636363637,13.795454545454543,nwe
1148,2003,13.363636363636363,13.477272727272728,nwe
1149,2004,13.5,13.602272727272728,nwe
1150,2005,12.363636363636363,13.21590909090909,nwe
1151,2006,13.181818181818182,13.102272727272728,nwe
1152,2007,13.363636363636363,13.102272727272728,nwe
1153,2008,13.090909090909092,13.0,nwe
1154,2009,12.227272727272728,12.965909090909092,nwe
1155,2010,12.090909090909092,12.69318181818182,nwe
1156,2011,13.0,12.602272727272728,nwe
1157,2012,13.363636363636363,12.670454545454543,nwe
1158,2013,11.909090909090908,12.59090909090909,nwe
1159,2014,12.636363636363637,12.727272727272728,nwe
1160,2015,11.909090909090908,12.454545454545451,nwe
1161,2016,12.590909090909092,12.261363636363637,nwe
1162,2017,12.0,12.28409090909091,nwe
1163,2018,13.181818181818182,12.420454545454543,nwe
1164,2019,12.681818181818182,12.613636363636363,nwe
1165,2020,12.136363636363637,12.5,nwe
1166,2021,14.181818181818182,13.045454545454543,nwe
1167,2022,13.761904761904765,13.19047619047619,nwe
1168,2023,12.409090909090908,13.122294372294371,nwe
1169,2024,12.727272727272728,13.270021645021645,nwe
1170,1960,10.727272727272728,10.727272727272728,nyg
1171,1961,12.636363636363637,11.681818181818182,nyg
1172,1962,12.227272727272728,11.863636363636363,nyg
1173,1963,12.318181818181818,11.977272727272728,nyg
1174,1964,10.727272727272728,11.977272727272728,nyg
1175,1965,11.045454545454543,11.579545454545451,nyg
1176,1966,10.136363636363637,11.056818181818183,nyg
1177,1967,11.636363636363637,10.886363636363637,nyg
1178,1968,12.863636363636363,11.420454545454549,nyg
1179,1969,11.818181818181818,11.613636363636363,nyg
1180,1970,13.136363636363637,12.363636363636363,nyg
1181,1971,11.727272727272728,12.386363636363637,nyg
1182,1972,13.363636363636363,12.511363636363637,nyg
1183,1973,11.636363636363637,12.465909090909092,nyg
1184,1974,11.318181818181818,12.011363636363637,nyg
1185,1975,12.0,12.079545454545451,nyg
1186,1976,11.772727272727272,11.681818181818183,nyg
1187,1977,12.409090909090908,11.875,nyg
1188,1978,13.5,12.420454545454549,nyg
1189,1979,13.136363636363637,12.704545454545457,nyg
1190,1980,11.727272727272728,12.693181818181818,nyg
1191,1981,13.363636363636363,12.931818181818182,nyg
1192,1982,8.090909090909092,11.579545454545451,nyg
1193,1983,13.181818181818182,11.590909090909092,nyg
1194,1984,13.5,12.03409090909091,nyg
1195,1985,14.863636363636363,12.409090909090908,nyg
1196,1986,14.909090909090908,14.113636363636363,nyg
1197,1987,10.454545454545457,13.431818181818182,nyg
1198,1988,13.863636363636363,13.522727272727272,nyg
1199,1989,14.136363636363637,13.340909090909092,nyg
1200,1990,13.545454545454543,13.0,nyg
1201,1991,13.863636363636363,13.852272727272728,nyg
1202,1992,13.590909090909092,13.78409090909091,nyg
1203,1993,14.045454545454543,13.761363636363637,nyg
1204,1994,13.681818181818182,13.795454545454543,nyg
1205,1995,14.681818181818182,14.0,nyg
1206,1996,14.590909090909092,14.25,nyg
1207,1997,14.090909090909092,14.261363636363637,nyg
1208,1998,14.272727272727272,14.40909090909091,nyg
1209,1999,13.227272727272728,14.045454545454549,nyg
1210,2000,14.772727272727272,14.09090909090909,nyg
1211,2001,14.454545454545457,14.181818181818182,nyg
1212,2002,14.454545454545457,14.227272727272728,nyg
1213,2003,12.863636363636363,14.136363636363637,nyg
1214,2004,12.863636363636363,13.659090909090908,nyg
1215,2005,14.5,13.670454545454543,nyg
1216,2006,13.363636363636363,13.397727272727272,nyg
1217,2007,14.090909090909092,13.704545454545457,nyg
1218,2008,14.318181818181818,14.068181818181818,nyg
1219,2009,13.181818181818182,13.738636363636363,nyg
1220,2010,13.681818181818182,13.81818181818182,nyg
1221,2011,13.409090909090908,13.647727272727272,nyg
1222,2012,13.363636363636363,13.409090909090908,nyg
1223,2013,12.454545454545457,13.227272727272728,nyg
1224,2014,12.727272727272728,12.988636363636363,nyg
1225,2015,12.272727272727272,12.704545454545451,nyg
1226,2016,13.818181818181818,12.818181818181818,nyg
1227,2017,11.909090909090908,12.68181818181818,nyg
1228,2018,12.681818181818182,12.670454545454549,nyg
1229,2019,12.818181818181818,12.80681818181818,nyg
1230,2020,12.818181818181818,12.556818181818182,nyg
1231,2021,13.636363636363637,12.988636363636363,nyg
1232,2022,11.772727272727272,12.761363636363637,nyg
1233,2023,12.478260869565217,12.676383399209488,nyg
1234,2024,12.590909090909092,12.619565217391305,nyg
1235,1960,11.818181818181818,11.818181818181818,nyj
1236,1961,12.227272727272728,12.022727272727272,nyj
1237,1962,11.454545454545457,11.833333333333334,nyj
1238,1963,11.636363636363637,11.78409090909091,nyj
1239,1964,11.909090909090908,11.806818181818182,nyj
1240,1965,12.090909090909092,11.772727272727272,nyj
1241,1966,12.454545454545457,12.022727272727272,nyj
1242,1967,12.954545454545457,12.352272727272728,nyj
1243,1968,12.727272727272728,12.556818181818182,nyj
1244,1969,12.045454545454543,12.545454545454549,nyj
1245,1970,12.409090909090908,12.534090909090908,nyj
1246,1971,11.727272727272728,12.227272727272728,nyj
1247,1972,12.363636363636363,12.136363636363637,nyj
1248,1973,11.045454545454543,11.886363636363637,nyj
1249,1974,12.545454545454543,11.920454545454543,nyj
1250,1975,12.0,11.988636363636363,nyj
1251,1976,11.454545454545457,11.761363636363637,nyj
1252,1977,11.545454545454543,11.886363636363637,nyj
1253,1978,14.818181818181818,12.454545454545457,nyj
1254,1979,14.409090909090908,13.056818181818182,nyj
1255,1980,13.681818181818182,13.613636363636363,nyj
1256,1981,13.818181818181818,14.181818181818182,nyj
1257,1982,8.409090909090908,12.579545454545451,nyj
1258,1983,13.772727272727272,12.420454545454543,nyj
1259,1984,12.227272727272728,12.056818181818182,nyj
1260,1985,12.772727272727272,11.795454545454543,nyj
1261,1986,12.454545454545457,12.806818181818183,nyj
1262,1987,10.045454545454543,11.875,nyj
1263,1988,13.772727272727272,12.261363636363637,nyj
